"['Macomber ID', 'Macomber Title', 'Origin', 'Poncelet Number', 'Incipit', 'Incipit Source', 'Hamburg ID', 'Other IDs', 'Other Titles']"
"['79', 'The wife of Mark, a priest from Mallawi, is cured of her leprosy.']"
"['80', 'The monks of Saint Anthony celebrate Holy Week at Dabra QWesqWam.']"
"['81', 'A Moslem, Katib, tries to extort money from the monks of Saint Anthony.']"
"['82', 'Katir, the old priest from Elkesus, who was about to be dismissed from the church.']"
"['83', 'The story of the two brothers from Dalga who were dyers.']"
"['84', 'Homily of John Chrysostom on the visit of Saint Mary and her Son to John the Baptist.']"
"['85', 'The story of Pifamon, the martyr from Awsim.']"
"['86', 'The story of Ibmm John, the martyr from Senhut.']"
"['87', 'The Jews plot to burn the body of Saint Mary.']"
"['88', 'A Roman official is prevented from approaching the Holy Sepulcher.']"
"['89', 'Emperor Zeno builds churches in Scete.']"
"['90', 'A priest is warned by an angel not to rush when incensing the icon of Saint Mary.']"
"['91', 'Saint Mary blesses Scete, which Saint Macarius chooses for his monastery.']"
"['92', 'The story of Michael, the scribe who converted to Islam when he was beaten.']"
"['93', 'The story of the Moslem who lived near the churches of Saints Mark and Shenute.']"
"['94', 'A hermit in Jerusalem is saved from the temptations of Satan.']"
"['95', 'A monk, Abraham, drinks poisonous water while on a journey to visit the patriarch and dies, but is then raised from the dead.']"
"['96', 'The story of Absadi, gardener of the monastery of St. Shenute, who used to give away vegetables from the garden.']"
"['97', 'The wrath of Saint Mary against the prefect of a church who tried to stop the priests from making a procession while singing hymns to her.']"
"['98', 'The proud men who wanted to have a splendid icon of Saint Mary made.']"
"['99', 'The stone-footed man (i. e. a man with the gout) from France.']"
"['100', 'The daughter of the chief of the brigands is cured of her leprosy at the miraculous spring.']"
"['101', 'Saint Mary saves the soul of a brigand who was slain by the miraculous spring.']"
"['102', 'Homily on the miracles of Saint Mary.']"
"['103', 'Bishop Mercurius, whom the patriarch wanted to remove because of leprosy.']"
"['104', 'The persecution of the Christians during the patriarchate of Cosmas II.']"
"['105', 'The withered olive tree at the gate of the church in Endules.']"
"['106', 'The rich man who threw dry bread to a beggar in the name of Saint Mary.']"
"['107', 'The story of Saint Mary the Egyptian. ~']"
"['108', 'Patriarch Abraham and the interpretation of the parable of the mustard seed.']"
"['109', 'The daughter of the rich man from Caesarea who could not deliver her baby.']"
"['110', 'Emperor Arcadius and the golden statue of Saint Mary; he asks Saint John']"
"['111', 'The woman from Cairo who lived by the river and whose daughter became blind.']"
"['112', 'A poor woman with a broken leg is healed by the icon of Saint Mary in the']"
"['113', 'The virgin who sinned with many lovers.']"
"['114', 'The brigands who killed each other at the miraculous spring.']"
"['115', 'The son of a rich official of Cappadocia is raised from the dead.']"
"['116', 'The beggar at the church of Qirqos in Amhara from whose head a horn grew.']"
"['117', 'The Apostles gather for the funeral of Saint Mary.']"
"['118', 'The merchant from Senfewat who struck the icon of Saint Mary.']"
"['119', 'When Tafoneya lays hands on the bier of Saint Mary, an angel cuts his arms off.']"
"['120', 'The reopening of the church in Harat Zuwayla.']"
"['121', 'The healing of the Egyptian King ti!m®momm Soforon (or Safron).']"
"['122', 'The miracle concerning the golden ink during the reign of King De.wit.']"
"['123', 'The chastisement of the heretic, Nestorius.']"
"['124', 'Saint Basil and the rich man who refused to give him a tablet [saleda] for an icon of Saint Mary.']"
"['125', 'The story of the cannibal from Qemer.']"
"['126', 'The man who was possessed by a spirit of epilepsy [nagargar] for 47 years.']"
"['127', 'Saint Basil and the Jewish merchant of Caesarea who stole a golden plate from the church, but later became a Christian.']"
"['128', 'The story of Saint Menas and his brother.']"
"['129', 'The election of Patriarch Matthew I ,']"
"['130', 'The story of Saint Alexius [Abdo l a-Masih], son of Emperor Theodosius.']"
"['131', 'The faded icon of Saint Mary that the mother-in-law wanted to discard.']"
"['132', 'The woman from Cairo whose children all died.']"
"['133', 'The places in Egypt visited by the Holy Family.']"
"['134', 'The nominal Christian from Sidon who encountered a dragon.']"
"['135', ""The sinful deacon who was healed by a drop of Saint Mary's milk.""]"
"['136', ""The brigand whom the king's soldiers could not kill.""]"
"['137', 'The Emperor of Rome who erected an altar in his palace.']"
"['138', 'Saint Mary commands a deacon to give Christian burial to a sinful deacon assassinated by his enemies; when they disinter him, a flower is found in his mouth.']"
"['139', 'The repentant knight who could pray only the Hail Mary.']"
"['140', 'The sinful deacon whom his enemies could not kill until he had confessed himself to a priest.']"
"['141-A', 'The bishop for whom Saint Mary tailored a new sackcloth sends a penitent to Santiago.']"
"['141-B', 'When Pariqos of Fesa confesses his sins to the bishop, the latter, refusing him absolution, tells him to go to Abba Yaceqob (Santiago).']"
"['142', 'The deacon\'s prayer that contained five times ""Rejoice!"" [tafassehiyat].']"
"['143', 'Alexander, a Jew from Jerusalem, is delivered three days after he was swallowed up by a dragon.']"
"['144', 'The pilgrim to Santiago whom Satan persuaded to mutilate himself after falling into a sexual sin.']"
"['145', 'The priest who could only say the Mass of the Virgin Mary.']"
"['146', 'The knight who wanted to seduce the daughter of the cobbler.']"
"['147', 'The Jewish boy who received Holy Communion with his Christian companions.']"
"['148', 'The pregnant woman who was caught by the tide while going to the church of Saint Michael (Mont Saint Michel)']"
"['149', 'A man who drowned when a pilgrim ship sank is resuscitated.']"
"['150', 'The divorced wife who prayed for revenge against her rival.']"
"['151', 'The woman from Rome whose daughter rose up on the anniversary of her death.']"
"['152', 'The widow who prayed to Saint Mary and saved her only son from death by hanging.']"
"['153', 'The young man who used to bring roses to the icon of Saint Mary.']"
"['154', 'The two women who were attacked by robbers on their way to church.']"
"['155', 'The sister of Emperor Constantine who prayed to know how Saint Mary bore the Word of God, but then failed to recognize her Son when he appeared to her in church.']"
"['156', 'The young novice whom Saint Mary encouraged to persevere in his vocation']"
"['157', 'The pious official who was accused of embezzlement and of having an affair with the wife of his lord.']"
"['158', 'The prioress who became pregnant after sinning with a servant.']"
"['159', 'A nun sacristan elopes with a priest, but afterwards they repent.']"
"['160', 'The bee keeper who consulted a sorceress to have more honey.']"
"['161', 'The pious monk (or: Hebrew from Akhmim) whom Saint Mary made young.']"
"['162', ""The pious monk scribe who used to write Saint Mary's name in golden ink.""]"
"['163', 'The Moslem whom Saint Mary told to receive baptism. Later, as Bishop of Rome, he cut off his hand because of a carnal thought.']"
"['164', 'A nun in prison for her faith prays for two virgins.']"
"['165', 'The sinful woman who despaired when she kept on sinning and swallowed a scorpion.']"
"['166', 'The prudent monk who suspected that the food that the monks were eating was harmful, but then saw Saint Mary mak1ng it tasty for them.']"
"['167', 'The woman who was prevented from fasting by her husband.']"
"['168', 'The noblewoman who was persuaded by her spiritual father to give away her fine clothes.']"
"['169', 'The rich merchant from Constantinople who lost all his money and made the icon of Saint Mary his guarantor when he borrowed money from a usurer.']"
"['170', 'Saint Mary saves from a lion a pious monk who had drunk too much wine.']"
"['171', 'The husband who broke his vow that he would live in continence with his wife.']"
"['172', 'The merchant who distributed as alms the money that had been loaned him by a friend.']"
"['173', 'The two brothers from Rome, Peter, a deacon, and Stephen, an avaricious magistrate.']"
"['174', 'Saint Mary saves the soul of a rich sinner who had repented and was planning to build a monastery and become a monk.']"
"['175', 'Pachomius, the avaricious patriarch of Rome, who sold the chrism of the church.']"
"['176', 'The avaricious priest who visited a dying man who loved bribes.']"
"['177', 'The nun who was dissuaded from eloping with a knight by a vision of Hell.']"
"['178', 'The shepherd near the church of Saint Paul in Rome who was possessed by a demon.']"
"['179', 'The monk who has carried by the bretheren to church when he became too sick to walk.']"
"['180', 'The rich knight who was advised by an abbot to pray to Saint Mary to win the heart of the woman with whom he was in love.']"
"['181', 'The monk custodian of the church who prayed to see Saint Mary.']"
"['182', 'The bankrupt merchant to whom Satan offered two pearls if he would deny Christ and Saint Mary.']"
"['183', 'A herdsman saves his beasts in a storm by praying to Saint Mary.']"
"['184', 'The pious mower of hay to whom the gatekeeper gave his daughter in marriage.']"
"['185', 'The rich woman who went with the monks to the manbalis for prayer and there saw a vision of Saint Mary.']"
"['186', 'The robber whom a bishop was commanded tosbury after he was executed.']"
"['187', 'The peasant who complained to Saint Mary because she did not reply to his Hail Mary.']"
"['188', 'The Jewish cowherd who was baptized by his Christian companions.']"
"['189', 'The mighty Goliath threatens to destroy the monastery of Saint Mary.']"
"['190', 'The Moslem who found an icon of Saint Mary in his house.']"
"['191', 'The only son of a king who dedicated himself to Saint Mary.']"
"['192', 'The young man who was ready to serve Satan, but refused to deny Saint Mary.']"
"['193', 'A knight tries to seduce the wife of a friend, but she is saved by a vision.']"
"['194', 'The pious rich man whom Satan served in hopes of destroying him.']"
"['195', ""The peasant who became rich from other people's goods.""]"
"['196', 'The hypocritical superior of a monastery who pretended to be religious.']"
"['197', 'The Jew of Constantinople who threw an icon of Saint Mary into the latrine.']"
"['198', 'The woman from Rome who killed the baby she bore after sleeping with her son']"
"['199', 'The monk who got himself appointed abbot of another monastery by the king, without the consent of the monks.']"
"['200', 'The young man who offered the ring he had received from his girl friend to the icon of Saint Mary.']"
"['201', 'A ship that was about to founder is saved when they pray to Saint Mary.']"
"['202', ""The Jew who attacked the icon of Saint Mary when he failed to obtain by litigation someone else's property.""]"
"['203', 'The knight who denied Christ at the bidding of Satan, in order to have fine clothes for a reception, but refused to deny Saint Mary.']"
"['204', 'The monk who was custodian of a church near a river and drowned while trying to cross to visit his lover.']"
"['205', 'The nun who used to pray for the dead, but lost her virginity and died before completing her penance.']"
"['206', 'The nun whom Saint Mary admonished to recite the Hail Mary more attentively.']"
"['207', 'The monk who saved the church of Saint Mary in Atrib by his prayers when its destruction had been ordered by the Caliph.']"
"['208', 'Abba Mardari, who overheard twelve angels talking about going to Constantinople to hear Saint John Chrysostom praise Saint Mary.']"
"['209', 'The wealthy man to whom Saint Mary appeared in the form of a bird to save the countryside from pestilence.']"
"['210', 'Thecla is taken to Alexandria to see her brother, Abba Esi, in a boat guided by the Archangels Gabriel and Sureyal.']"
"['211', 'Saint Mary incenses Thecla (continuation of the preceding).']"
"['212', 'Abba Esi and Thecla are saved from the torture ordered by the judge (continuation of the preceding).']"
"['213', 'Saint Paul is taken to the third heaven and there sees Saint Mary.']"
"['214', 'Abba Behor has a vision of Saint Mary.']"
['215']
"['216', 'Saint Mary appears to Sawla, the wife of the martyr, Giyorgis Haddis.']"
"['217', 'The history ot Dabra Mahew near Jerusalem and its miraculous spring.']"
"['218', 'The story of Awr, the son of the princess and the magician, Abrasit.']"
"['219', 'Saint Mary cures the son of a Roman official in Bethlehem.']"
"['220', 'Saint Mary heals a woman possessed by evil spirits.']"
"['221', 'An Egyptian woman comes to Saint Mary in Bethlehem and is healed of her fever.']"
"['222', 'A woman whose right eye had been blinded by a demon is healed by Saint Mary.']"
"['223', 'Saint Mary appears to Timothy, Patriarch of Alexandria, in the church of Saint Pachomius in Alexandria.']"
"['224', 'Saint Mary appears to Anthony, a monk of Dabra Qwesqwam.']"
"['225', 'The vision of Anthony of Dabra Qwesqwam (continued).']"
"['226', 'Saint Mary anoints sick animals and heals them at Dabra Qwesqwam.']"
"['227', 'Message of Saint Mary to Anthony, monk of Dabra Qwesqwam.']"
"['228', 'Anthony, the monk of Dabra Qwesqwam, asks about the anointing of the animals.']"
"['229', 'The blessing given to the animals at Dabra Qwesqwam by the anointing of Saint Mary.']"
"['230', 'The priest who left the keys of the church locked up inside.']"
"['231', 'The vision of Timothy of Alexandria: The life of Saint Mary to the birth of Christ.']"
"['232', 'The vision of Timothy of Alexandria: The flight into Egypt.']"
"['233', 'The vision of Timothy of Alexandria: The Holy Family receives hospitality from a shepherd.']"
"['234', 'The vision of Timothy of Alexandria: The Holy Family crosses the Nile at Asmunayn.']"
['235']
"['236', 'Saint Mary gives a thirsty dog water to drink from her shoe.']"
"['237', 'The vision of Timothy of Alexandria: Ahrufas, the guardian angel of Egypt, comes to the Holy Family.']"
"['238', 'The vision of Timothy of Alexandria: The experience of the Holy Family in the district of Asmunayn.']"
"['239', 'The vision of Timothy of Alexandria: The Holy Family encounters brigands.']"
"['240', 'The vision of Timothy of Alexandria: The Holy Family arrives at Dabra QWesqWam.']"
"['241', 'Saint Peter gives Saint John Chrysostom the keys of the kingdom and Saint John the Evangelist gives him the Gospels; then Saint Mary appears to him.']"
"['242', 'The Jews try to burn down the house where Saint Mary is staying but are burned up instead.']"
"['243', 'The Holy Spirit recounts the salvific events that have occurred on Sunday.']"
"['244', 'Saint Mary prays with the disciples.']"
"['245', 'Saint Mary prays with the disciples (continuation).']"
"['246', 'Saint Mary prays for the release of the souls in judgment.']"
"['247', 'Saint John the Evangelist sees a vision of Saint Mary in glory.']"
"['248', 'Christ celebrates Mass for Saint Mary.']"
"['249', 'Saint Mary asks Christ that the disciples preach her Transitus and Assumption.']"
"['250', 'Saint Mary asks that Saint John be allowed to visit her dwelling place.']"
"['251', ""Prochorus reports Saint John's visit to Saint Mary's dwelling place.""]"
"['252', 'Saint Mary prays to be taken from this life.']"
"['253', 'The Jews go to Bethlehem to seize Saint Mary but are blinded.']"
"['254', 'Christ, together with Saint Mary and the angels, appears to the Apostles and asks them to build churches in his name and hers throughout the world.']"
"['255', 'Christ makes Saint Peter head of the Church.']"
"['256', 'Saint Mary, together with Saints Irene and Sophia, appears to Saint Basil and tells him where her icon is buried.']"
"['257', 'Saint Basil finds the buried icon of Saint Mary.']"
"['258', 'Saint Mary tells Saint Basil to take two pillars from a pagan temple.']"
"['259', 'Saint Mary sets up the pillars in the church and makes a miraculous spring flow out at their base.']"
"['260', ""Salome's hands are burned when she tries to verify Saint Mary's virginity, but they are healed when she takes the Christ Child into her arms.""]"
"['261', ""Saint John the Evangelist sees Christ kissing Saint Mary's burial cloth.""]"
"['262', ""Saint Mary's soul descends from heaven in a tent of light.""]"
"['263', 'Saint John Chrysostom defends a woman whom Nestorius had told the people to spit upon.']"
"['264', ""A woman who had poisoned her sister and married her husband is swallowed up by the earth when she anoints herself with the oil that flowed from Saint Mary's icon.""]"
"['265', 'Saint Mary rescues the ship in which Mar Barsuma is travelling.']"
"['266', 'Saint Mary appears to the disciples of Mar Barsuma in the form of a dove.']"
"['267', 'Saint Mary appears to Saints Atrasis and Yona, virgins and martyrs.']"
"['268', 'Saint Mary appears to Saint Sarabamon, the future bishop of Nikiou and martyr.']"
"['269', 'The events that occurred during the captivity of Abbots Samuel of Dabra Qalemon and John of Scete.']"
"['270', 'Saint Mary appears to Saint Nicholas and gives him priestly vestments.']"
"['271', 'Saint Mary appears to the brother of Saint Basil, Saint Gregory, bishop of ""the Islands"" (i.e. of Nyassa).']"
"['272', 'Saint Mary appears to Saint Paphnutius.']"
"['273', 'Saint Mary raises Andrew, a disciple of Abba Samuel of Dabra Qalemon, from the dead.']"
"['274', 'Abba Samuel of Dabra Qalemon instructs his disciples on his deathbed.']"
"['275', 'Saint Mary appears to Saint Theodore the Anatolian.']"
"['276', ""The fate of the monk, Giyorgis, who followed the teachings of Za-Mika'el.""]"
"['277', 'The vision of a certain saint about the fate of a priest who swore falsely.']"
"['278', 'Abbas sees a vision of Saint Mary blessing the monks who were chanting the Psalms.']"
"['279', 'The inhabitants of Damot who would not observe the feast days of Saint Mary are punished by a storm that brings down a mighty tree.']"
"['280', 'The judgment of the court of Zarˀa Yaˁeqob against the Stephanites.']"
"['281', 'Synaxary entry for 16 Nahase: The Apostles visit Saint Mary in heaven.']"
"['282', 'Anonymous homily against the report that the Apostles abandoned the body of Saint Mary when they were attacked by the Jews during her funeral procession.']"
"['283', 'A Christian community is attacked by a neighboring Moslem community.']"
"['284', 'A renegade monk who had become a Jew is hunted down by the troops of the king.']"
"['285', ""A Jew is led to baptism by a dream about a lion and a monk; afterwards he curses a Jew at the latter's request.""]"
"['286', 'The Magicians who tried to cast a spell on the Epiphany water.']"
"['287', 'The birth of the prince, Batergela Maryam.']"
"['288', 'Batergela Maryam is accused of treason and is imprisoned.']"
"['289', 'Batergela Maryam is protected from the plague; his calumniator is punished by the king.']"
"['290', 'When the destruction of Dabra Metmaq is reported in Ethiopia, the king orders the construction of a new monastery to take its place.']"
"['291', 'When Satan destroys the oven of a monastery, he is compelled to serve the monks for twelve years in punishment.']"
"['292', 'Saint Mary shows those assembled at Dabra Metmaq a vision of Mohammad in Hell.']"
"['293', 'Saint Mary heals the daughter of Arsaban while still in the womb of Saint Anne.']"
"['294', 'The descent of the holy seed from Adam to Saint Mary.']"
"['295', 'God sends Saint Gabriel to Saint Mary for the Annunciation.']"
"['296', 'The Jews plot to kill Saint Mary because of the miracles she was working while still in the womb of Saint Anne.']"
"['297', 'The Annunciation.']"
"['298', 'Saint Mary leaves the Temple and enters the home of Saint Joseph.']"
"['299', 'The Nativity; the adoration of the shepherds and the Magi.']"
"['300', 'The Circumcision.']"
"['301', 'Herod orders the slaughter of the Innocents; a hunter with his dogs finds the Holy Family in flight from the king.']"
"['302', 'The hunter reports to King Demateyanos, who comes to visit the Holy Family.']"
"['303', 'Saint Gabriel tells Saint Mary to return from the mountains of Lebanon to Bethlehem.']"
"['304', 'An angel tells Saint Joseph to take Saint Mary and her child to Egypt.']"
"['305', 'All Israel is upset by the coming of the Magi; Saint Gabriel tells Saint Mary to flee to the mountains of Lebanon.']"
"['306', 'The Magi find the Holy Family and depart; Saint Mary flees to Tiberias and from there to the mountains of Lebanon.']"
"['307', 'The Holy Family stays in Dirde.']"
"['308', ""Saint Mary's prayer while in the wilderness of Edomeyas.""]"
"['309', 'Saint Mary appears to an official who kidnapped a girl that had made a vow of virginity.']"
"['310', ""A child, while attending a hermit's Mass near Jerusalem, is seized by Satan, but is delivered by Saint Mary.""]"
"['311', 'A stream runs uphill after his neighbor had diverted it.']"
"['312', 'A column falls and breaks the leg of the son of an official when Moslems destroy a church of Saint Mary in Homs.']"
"['313', 'The paralytic who was healed on the 16th of Nahase.']"
"['314', 'A priest becomes insane after his entire family dies of the plague.']"
"['315', 'Saint Mary stays in the Temple.']"
"['316-A', 'The conception and nativity of Saint Mary.']"
"['316-B', 'St. Mary heals the daughter of Arsaban.']"
"['316-C', 'The birth of Saint Mary on the first of Genbot.']"
"['316-D', 'When she is three years old, Saint Mary is taken to the Temple.']"
"['317', 'Saint Mary is espoused to Saint Joseph.']"
"['318', 'Tiras, who did not observe holy days, becomes deaf and dumb, but he is healed when his master prays to Saint Mary.']"
"['319', 'Saint Mary makes a covenant with King Dawit of Ethiopia.']"
"['320', 'The general of King (Dawit) of Ethiopia who defected to the enemy.']"
"['321', 'The rich Egyptian woman who refused to give water to the Holy Family.']"
"['322', 'The people of an Egyptian town set fierce dogs on the Holy Family.']"
"['323', 'The hunter who discovered the Holy Family in flight is turned into a dog when he violates his oath not to reveal them.']"
"['324', 'The Holy Family visits the king of the Semites.']"
"['325', 'The Holy Family hides from brigands in a sycamore tree at Dabra Metmaq.']"
"['326', 'The Holy Family uses stones instead of a boat to cross the Nile.']"
"['327', 'The three pious priests and monks who wore fine clothes.']"
"['328', 'The pious abbot who was falsely accused by his monks of sinning with a woman.']"
"['329', 'The Moslems who stole the furnishings of a church of Saint Mary located near the western boundary of Ethiopia and were struck by lightning.']"
"['330', ""The punishment of an Ethiopian woman who swore falsely that she had not committed adultery with another woman's husband.""]"
"['331', 'The monk who was expelled from school when he could not pay his teacher.']"
"['332', 'The new tabot of Saint Mary that was found outside the box in which it had been placed.']"
"['333', 'A monk, while guarding a church, has a nocturnal emission and finds himself suddenly outside the courtyard of the church.']"
"['334', 'An angel drives away the custodian of a church of Saint Mary when he was about to enter after sinning with a woman.']"
"['335', 'The Ethiopian general who went off to fight the Moslems without the consent of the king.']"
"['336', 'The two retainers of a pious ruler who swore not to fight with one another.']"
"['337', 'A monk obtains from Saint Mary food for a visitor.']"
"['338', 'The king who ordered his retainers to bury him in the church of Saint Mary that he had built.']"
"['339', 'The man who out of jealousy burned down the house of a former wife who had abandoned him.']"
"['340', 'The man who suspected a former wife of having burned down his house.']"
"['341', 'The thieves who stole the furnishings of a church of Saint Mary and refused to restore them when she appeared to them.']"
"['342', 'The man who borrowed for a wedding a silken garment from the church of Saint Mary.']"
"['343', 'The Moslem who was unable to open the church he was intending to plunder.']"
"['344', 'A goat comes miraculously to be slaughtered.']"
"['345', 'The robbers who took from a monk his clothes and the cover of an icon of Saint Mary that he was carrying.']"
"['346', 'The abbot who fell sick while on a missionary Journey.']"
"['347', 'The nativity of Christ.']"
"['348', 'The milk of Saint Mary that was poured on the ground in Egypt.']"
"['349', 'The Ethiopian pilgrim who was expelled from the Church (of the Resurrection) in Jerusalem during the Easter services.']"
"['350', 'The icon of Saint Mary in the church of the ""Romans"" that rebuked the Ethiopians for approaching with their shoes on.']"
"['351', 'The rich man who left the church because the priest was saying the Anaphora of Saint Mary, Gwasca, on a big feast day.']"
"['352', 'The rich persons who stored their wealth in a church.']"
"['353', 'The man who lost a slave that he was about to sell in Barara.']"
"['354', 'The monasteries summon King (Dawit) of Ethiopia to abdicate.']"
"['355', 'The carpenter who asked for a copy of the Gadla samaˁtat as a reward for his services in building a church.']"
"['356', 'Saint Mary appears to a priest of Dabra Maryam in Sire.']"
"['357', 'The pilgrim who was journeying to Jerusalem through Hamda.']"
"['358', 'The icon of Saint Mary in a church of Alexandria that some Europeans tried to steal.']"
"['359', 'The punishment of a custodian of a church who did not obey the bishop.']"
